Time,Number,S_Lat,S_Long,Bandwidth,CodingRate,Frequency,SpreadingFactor,TxPower,PacketRSSI,RSSI,SNR,R_Lat,R_Long
02:53:21,906,-31.977924,115.816498,250000,5,915000000,12,20,-90,-104,8.50,-31.977531,115.815842
02:53:23,907,-31.977909,115.816483,250000,5,915000000,12,20,-90,-104,8.50,-31.977531,115.815842
02:53:24,908,-31.977909,115.816483,250000,5,915000000,12,20,-86,-100,8.25,-31.977531,115.815842
02:53:26,909,-31.977909,115.816483,250000,5,915000000,12,20,-80,-102,11.25,-31.977531,115.815842
02:53:30,910,-31.977909,115.816483,250000,5,915000000,12,20,-78,-106,8.25,-31.977531,115.815842
02:53:32,911,-31.977909,115.816483,250000,5,915000000,12,20,-74,-130,11.25,-31.977531,115.815842
02:53:34,912,-31.977909,115.816483,250000,5,915000000,12,20,-77,-98,10.25,-31.977531,115.815842
02:53:36,913,-31.977909,115.816483,250000,5,915000000,12,20,-74,-106,11.25,-31.977531,115.815842
02:53:37,914,-31.977909,115.816483,250000,5,915000000,12,20,-76,-104,10.75,-31.977531,115.815842
02:53:39,915,-31.977909,115.816483,250000,5,915000000,12,20,-75,-105,10.50,-31.977531,115.815842
02:53:41,916,-31.977909,115.816483,250000,5,915000000,12,20,-73,-97,11.00,-31.977531,115.815842
02:53:45,917,-31.977909,115.816483,250000,5,915000000,12,20,-76,-107,10.50,-31.977531,115.815842
02:53:47,918,-31.977909,115.816483,250000,5,915000000,12,20,-80,-102,10.00,-31.977531,115.815842
02:53:49,919,-31.977909,115.816483,250000,5,915000000,12,20,-76,-106,11.25,-31.977531,115.815842
02:53:50,920,-31.977909,115.816483,250000,5,915000000,12,20,-79,-106,10.75,-31.977531,115.815842
02:53:52,921,-31.977909,115.816483,250000,5,915000000,12,20,-81,-129,11.00,-31.977531,115.815842
02:53:54,922,-31.977909,115.816483,250000,5,915000000,12,20,-74,-113,10.75,-31.977531,115.815842
02:53:58,923,-31.977909,115.816483,250000,5,915000000,12,20,-80,-100,11.00,-31.977531,115.815842
02:54:00,924,-31.977909,115.816483,250000,5,915000000,12,20,-84,-104,10.75,-31.977531,115.815842
02:54:02,925,-31.977909,115.816483,250000,5,915000000,12,20,-76,-128,10.00,-31.977531,115.815842
02:54:03,926,-31.977909,115.816483,250000,5,915000000,12,20,-83,-107,10.00,-31.977531,115.815842
02:54:05,927,-31.977909,115.816483,250000,5,915000000,12,20,-87,-106,9.25,-31.977531,115.815842
02:54:07,928,-31.977909,115.816483,250000,5,915000000,12,20,-83,-102,9.50,-31.977531,115.815842
02:54:11,929,-31.977909,115.816483,250000,5,915000000,12,20,-82,-102,11.00,-31.977531,115.815842
02:54:13,930,-31.977909,115.816483,250000,5,915000000,12,20,-84,-101,10.75,-31.977531,115.815842
02:54:15,931,-31.977909,115.816483,250000,5,915000000,12,20,-87,-107,11.00,-31.977531,115.815842
02:54:17,932,-31.977909,115.816483,250000,5,915000000,12,20,-88,-109,10.00,-31.977531,115.815842
02:54:18,933,-31.977909,115.816483,250000,5,915000000,12,20,-86,-97,9.25,-31.977531,115.815842
02:54:20,934,-31.977909,115.816483,250000,5,915000000,12,20,-95,-111,9.00,-31.977531,115.815842
02:54:24,935,-31.977909,115.816483,250000,5,915000000,12,20,-87,-105,10.50,-31.977531,115.815842
02:54:26,936,-31.977909,115.816483,250000,5,915000000,12,20,-90,-105,11.00,-31.977531,115.815842
02:54:28,937,-31.977909,115.816483,250000,5,915000000,12,20,-85,-107,11.00,-31.977531,115.815842
02:54:30,938,-31.977909,115.816483,250000,5,915000000,12,20,-82,-107,9.50,-31.977531,115.815842
02:54:31,939,-31.977909,115.816483,250000,5,915000000,12,20,-88,-130,10.50,-31.977531,115.815842
02:54:33,940,-31.977909,115.816483,250000,5,915000000,12,20,-87,-107,10.00,-31.977531,115.815842
02:54:35,941,-31.977909,115.816483,250000,5,915000000,12,20,-103,-105,3.00,-31.977531,115.815842
02:54:39,942,-31.977909,115.816483,250000,5,915000000,12,20,-96,-106,7.25,-31.977531,115.815842
02:54:41,943,-31.977909,115.816483,250000,5,915000000,12,20,-90,-106,11.00,-31.977531,115.815842
02:54:43,944,-31.977909,115.816483,250000,5,915000000,12,20,-92,-107,10.00,-31.977531,115.815842
02:54:44,945,-31.977909,115.816483,250000,5,915000000,12,20,-86,-78,10.00,-31.977531,115.815842
02:54:46,946,-31.977909,115.816483,250000,5,915000000,12,20,-94,-101,9.25,-31.977531,115.815842
02:54:48,947,-31.977909,115.816483,250000,5,915000000,12,20,-87,-106,9.75,-31.977531,115.815842
02:54:52,948,-31.977909,115.816483,250000,5,915000000,12,20,-86,-130,10.00,-31.977531,115.815842
02:54:54,949,-31.977909,115.816483,250000,5,915000000,12,20,-84,-100,11.25,-31.977531,115.815842
02:54:56,950,-31.977909,115.816483,250000,5,915000000,12,20,-83,-130,9.50,-31.977531,115.815842
02:54:57,951,-31.977909,115.816483,250000,5,915000000,12,20,-84,-105,11.75,-31.977531,115.815842
02:54:59,952,-31.977909,115.816483,250000,5,915000000,12,20,-86,-106,10.25,-31.977531,115.815842
02:55:01,953,-31.977909,115.816483,250000,5,915000000,12,20,-92,-107,8.00,-31.977531,115.815842
02:55:05,954,-31.977909,115.816483,250000,5,915000000,12,20,-81,-103,10.00,-31.977531,115.815842
02:55:07,955,-31.977909,115.816483,250000,5,915000000,12,20,-81,-130,5.50,-31.977531,115.815842
02:55:09,956,-31.977909,115.816483,250000,5,915000000,12,20,-83,-104,8.25,-31.977531,115.815842
02:55:11,957,-31.977909,115.816483,250000,5,915000000,12,20,-83,-87,5.25,-31.977531,115.815842
02:55:12,958,-31.977909,115.816483,250000,5,915000000,12,20,-82,-130,9.00,-31.977531,115.815842
02:55:14,959,-31.977909,115.816483,250000,5,915000000,12,20,-74,-130,8.00,-31.977531,115.815842
02:55:18,960,-31.977909,115.816483,250000,5,915000000,12,20,-77,-94,8.00,-31.977531,115.815842
02:55:20,961,-31.977909,115.816483,250000,5,915000000,12,20,-73,-130,10.00,-31.977531,115.815842
02:55:22,962,-31.977909,115.816483,250000,5,915000000,12,20,-84,-103,9.00,-31.977531,115.815842
02:55:24,963,-31.977909,115.816483,250000,5,915000000,12,20,-73,-130,10.00,-31.977531,115.815842
02:55:25,964,-31.977909,115.816483,250000,5,915000000,12,20,-74,-105,10.25,-31.977531,115.815842
02:55:27,965,-31.977909,115.816483,250000,5,915000000,12,20,-67,-105,8.75,-31.977531,115.815842
02:55:29,966,-31.977909,115.816483,250000,5,915000000,12,20,-77,-130,7.25,-31.977531,115.815842
02:55:33,967,-31.977909,115.816483,250000,5,915000000,12,20,-80,-130,10.25,-31.977531,115.815842
02:55:35,968,-31.977909,115.816483,250000,5,915000000,12,20,-69,-130,12.00,-31.977531,115.815842
02:55:37,969,-31.977909,115.816483,250000,5,915000000,12,20,-70,-104,9.00,-31.977531,115.815842
02:55:38,970,-31.977909,115.816483,250000,5,915000000,12,20,-62,-107,9.25,-31.977531,115.815842
02:55:40,971,-31.977909,115.816483,250000,5,915000000,12,20,-56,-106,11.25,-31.977531,115.815842
02:55:42,972,-31.977909,115.816483,250000,5,915000000,12,20,-61,-103,10.50,-31.977531,115.815842
02:55:46,973,-31.977909,115.816483,250000,5,915000000,12,20,-64,-105,11.00,-31.977531,115.815842
02:55:48,974,-31.977909,115.816483,250000,5,915000000,12,20,-51,-130,9.00,-31.977531,115.815842
02:55:50,975,-31.977909,115.816483,250000,5,915000000,12,20,-53,-130,12.25,-31.977531,115.815842
02:55:52,976,-31.977909,115.816483,250000,5,915000000,12,20,-49,-106,11.50,-31.977531,115.815842
02:55:53,977,-31.977909,115.816483,250000,5,915000000,12,20,-59,-108,12.00,-31.977531,115.815842
02:55:55,978,-31.977909,115.816483,250000,5,915000000,12,20,-56,-105,10.00,-31.977531,115.815842
