02:36:01,0,-31.978931,115.818283,250000,5,916040000,7,13,-94,-108,9.25,0.000000,0.000000
02:36:07,1,-31.978931,115.818283,250000,5,916040000,7,13,-86,-129,10.00,0.000000,0.000000
02:36:08,2,-31.978945,115.818275,250000,5,916040000,7,13,-88,-111,10.25,0.000000,0.000000
02:36:10,3,-31.978954,115.818275,250000,5,916040000,7,13,-92,-130,9.50,0.000000,0.000000
02:36:11,4,-31.978977,115.818260,250000,5,916040000,7,13,-93,-130,8.50,0.000000,0.000000
02:36:13,5,-31.978989,115.818253,250000,5,916040000,7,13,-97,-108,8.25,0.000000,0.000000
02:36:14,6,-31.979000,115.818253,250000,5,916040000,7,13,-90,-109,10.00,0.000000,0.000000
02:36:16,7⸮-31.979013,115"818243,250000,5,916040000,7,13,-110,-130,-1.25,0.000000,0.000000
02:36:17,8,-31.979004,115.818230,250000,5,916040000,7,13,-91,-108,9.50,0.000000,0.000000
02:36:19,9,-31.979008,115.818222,250000,5,916040000,7,13,-89,-108,10.00,0.000000,0.000000
02:36:21,10,-31.979021,115.818199,250000,5,916040000,7,13,-94,-112,9.25,0.000000,0.000000
02:36:21,11,-31.979044,115.818192,250000,5,916040000,7,13,-94,-124,9.50,0.000000,0.000000
02:36:23,12,-31.979044,115.818192,250000,5,916040000,7,13,-97,-109,8.75,0.000000,0.000000
02:36:24,13,-31.979069,115.818153,250000,5,916040000,7,13,-87,-107,10.25,0.000000,0.000000
02:36:27,14,-31.979069,115.818153,250000,5,916040000,7,13,-87,-130,10.00,0.000000,0.000000
02:36:28,15,-31.979099,115.818138,250000,5,916040000,7,13,-91,-130,10.25,0.000000,0.000000
02:36:30,16,-31.979099,115.818138,250000,5,916040000,7,13,-88,-131,10.25,0.000000,0.000000
02:36:30,17,-31.979124,115.818108,250000,5,916040000,7,13,-91,-108,9.75,0.000000,0.000000
02:36:33,18,-31.979124,115.818108,250000,5,916040000,7,13,-86,-131,9.75,0.000000,0.000000
02:36:34,19,-31.979151,115.818108,250000,5,916040000,7,13,-84,-111,10.50,0.000000,0.000000
