06:47:03,1,-31.981260,115.819359,250000,5,916040000,7,18,-80,-130,9.75,0.000000,0.000000
06:47:04,2,-31.981243,115.819321,250000,5,916040000,7,18,-89,-130,9.50,0.000000,0.000000
06:47:06,3,-31.981245,115.819305,250000,5,916040000,7,18,-72,-100,9.50,0.000000,0.000000
06:47:08,4,-31.981256,115.819283,250000,5,916040000,7,18,-90,-111,10.25,0.000000,0.000000
06:47:09,5,-31.981255,115.819267,250000,5,916040000,7,18,-89,-107,10.00,0.000000,0.000000
06:47:11,6,-31.981237,115.819260,250000,5,916040000,7,18,-84,-107,10.00,0.000000,0.000000
06:47:12,7,-31.981230,115.819260,250000,5,916040000,7,18,-92,-130,9.75,0.000000,0.000000
06:47:14,8,-31.981218,115.819290,250000,5,916040000,7,18,-96,-131,9.00,0.000000,0.000000
06:47:15,9,-31.981218,115.819290,250000,5,916040000,7,18,-94,-114,9.00,0.000000,0.000000
06:47:17,10,-31.981218,115.819290,250000,5,916040000,7,18,-97,-130,8.75,0.000000,0.000000
06:47:18,11,-31.981218,115.819290,250000,5,916040000,7,18,-100,-130,8.25,0.000000,0.000000
06:47:20,12,-31.981218,115.819290,250000,5,916040000,7,18,-97,-130,8.75,0.000000,0.000000
06:47:21,13,-31.981218,115.819290,250000,5,916040000,7,18,-93,-130,9.50,0.000000,0.000000
06:47:23,14,-31.981218,115.819290,250000,5,916040000,7,18,-92,-131,9.50,0.000000,0.000000
06:47:24,15,-31.981218,115.819290,250000,5,916040000,7,18,-99,-130,8.75,0.000000,0.000000
06:47:26,16,-31.981218,115.819290,250000,5,916040000,7,18,-104,-109,7.50,0.000000,0.000000
06:47:27,17,-31.981218,115.819290,250000,5,916040000,7,18,-100,-116,8.50,0.000000,0.000000
06:47:29,18,-31.981218,115.819290,250000,5,916040000,7,18,-102,-131,7.75,0.000000,0.000000
06:47:30,19,-31.981218,115.819290,250000,5,916040000,7,18,-103,-130,7.75,0.000000,0.000000
06:47:32,20,-31.981218,115.819290,250000,5,916040000,7,18,-98,-130,8.50,0.000000,0.000000
06:47:34,21,-31.981218,115.819290,250000,5,916040000,7,18,-102,-130,8.00,0.000000,0.000000
06:47:35,22,-31.981218,115.819290,250000,5,916040000,7,18,-101,-116,8.75,0.000000,0.000000
06:47:37,23,-31.981218,115.819290,250000,5,916040000,7,18,-111,-130,2.75,0.000000,0.000000
06:47:37,24,-31.981218,115.819290,250000,5,916040000,7,18,-99,-129,8.50,0.000000,0.000000
06:47:40,25,-31.981218,115.819290,250000,5,916040000,7,18,-107,-112,5.75,0.000000,0.000000
06:47:40,26,-31.981218,115.819290,250000,5,916040000,7,18,-109,-124,4.75,0.000000,0.000000
06:47:43,27,-31.981218,115.819290,250000,5,916040000,7,18,-115,-130,-7.75,0.000000,0.000000
06:47:43,28,-31.981218,115.819290,250000,5,916040000,7,18,-110,-110,3.00,0.000000,0.000000
06:47:46,29,-31.981218,115.819290,250000,5,916040000,7,18,-112,-130,0.75,0.000000,0.000000
06:47:47,30,-31.981218,115.819290,250000,5,916040000,7,18,-109,-130,4.50,0.000000,0.000000
06:47:49,31,-31.981218,115.819290,250000,5,916040000,7,18,-110,-130,3.25,0.000000,0.000000
06:47:50,32,-31.981218,115.819290,250000,5,916040000,7,18,-108,-130,5.25,0.000000,0.000000
